,CID,sections
853,854,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Drug and Medication Information', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Literature', '12 Patents', '13 Interactions and Pathways', '14 Biological Test Results', '15 Taxonomy', '16 Classification', '17 Information Sources']"
854,855,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Safety and Hazards', '8 Literature', '9 Patents', '10 Taxonomy', '11 Classification', '12 Information Sources']"
855,856,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Literature', '8 Patents', '9 Biological Test Results', '10 Taxonomy', '11 Classification', '12 Information Sources']"
856,857,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Use and Manufacturing', '9 Literature', '10 Patents', '11 Interactions and Pathways', '12 Biological Test Results', '13 Taxonomy', '14 Classification', '15 Information Sources']"
857,858,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
858,859,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Related Records', '6 Information Sources']"
859,860,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Use and Manufacturing', '9 Safety and Hazards', '10 Literature', '11 Patents', '12 Biological Test Results', '13 Taxonomy', '14 Classification', '15 Information Sources']"
860,861,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Pharmacology and Biochemistry', '9 Literature', '10 Patents', '11 Biological Test Results', '12 Taxonomy', '13 Classification', '14 Information Sources']"
861,862,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Literature', '7 Information Sources']"
862,863,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Use and Manufacturing', '9 Safety and Hazards', '10 Toxicity', '11 Literature', '12 Patents', '13 Interactions and Pathways', '14 Biological Test Results', '15 Taxonomy', '16 Classification', '17 Information Sources']"
863,864,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Pharmacology and Biochemistry', '9 Use and Manufacturing', '10 Safety and Hazards', '11 Toxicity', '12 Associated Disorders and Diseases', '13 Literature', '14 Patents', '15 Interactions and Pathways', '16 Biological Test Results', '17 Taxonomy', '18 Classification', '19 Information Sources']"
864,865,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Safety and Hazards', '8 Literature', '9 Patents', '10 Biological Test Results', '11 Taxonomy', '12 Classification', '13 Information Sources']"
865,866,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Food Additives and Ingredients', '9 Use and Manufacturing', '10 Safety and Hazards', '11 Literature', '12 Patents', '13 Interactions and Pathways', '14 Biological Test Results', '15 Taxonomy', '16 Classification', '17 Information Sources']"
866,867,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Safety and Hazards', '12 Toxicity', '13 Associated Disorders and Diseases', '14 Literature', '15 Patents', '16 Interactions and Pathways', '17 Biological Test Results', '18 Taxonomy', '19 Classification', '20 Information Sources']"
867,868,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Literature', '8 Patents', '9 Interactions and Pathways', '10 Taxonomy', '11 Classification', '12 Information Sources']"
868,869,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Patents', '6 Interactions and Pathways', '7 Taxonomy', '8 Classification', '9 Information Sources']"
869,870,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Literature', '9 Patents', '10 Interactions and Pathways', '11 Taxonomy', '12 Classification', '13 Information Sources']"
870,871,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Drug and Medication Information', '9 Food Additives and Ingredients', '10 Pharmacology and Biochemistry', '11 Use and Manufacturing', '12 Safety and Hazards', '13 Literature', '14 Patents', '15 Biological Test Results', '16 Taxonomy', '17 Classification', '18 Information Sources']"
871,872,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Drug and Medication Information', '9 Food Additives and Ingredients', '10 Use and Manufacturing', '11 Literature', '12 Patents', '13 Biological Test Results', '14 Taxonomy', '15 Classification', '16 Information Sources']"
872,873,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Safety and Hazards', '9 Associated Disorders and Diseases', '10 Literature', '11 Patents', '12 Interactions and Pathways', '13 Biological Test Results', '14 Taxonomy', '15 Classification', '16 Information Sources']"
873,874,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Literature', '8 Patents', '9 Taxonomy', '10 Classification', '11 Information Sources']"
874,875,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Use and Manufacturing', '10 Identification', '11 Safety and Hazards', '12 Toxicity', '13 Literature', '14 Patents', '15 Interactions and Pathways', '16 Biological Test Results', '17 Taxonomy', '18 Classification', '19 Information Sources']"
875,876,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Drug and Medication Information', '9 Food Additives and Ingredients', '10 Pharmacology and Biochemistry', '11 Use and Manufacturing', '12 Safety and Hazards', '13 Toxicity', '14 Literature', '15 Patents', '16 Interactions and Pathways', '17 Biological Test Results', '18 Taxonomy', '19 Classification', '20 Information Sources']"
876,877,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Patents', '7 Taxonomy', '8 Classification', '9 Information Sources']"
877,878,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Identification', '12 Safety and Hazards', '13 Toxicity', '14 Associated Disorders and Diseases', '15 Literature', '16 Patents', '17 Interactions and Pathways', '18 Taxonomy', '19 Classification', '20 Information Sources']"
878,879,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Literature', '7 Taxonomy', '8 Classification', '9 Information Sources']"
879,880,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Identification', '12 Safety and Hazards', '13 Toxicity', '14 Associated Disorders and Diseases', '15 Literature', '16 Patents', '17 Interactions and Pathways', '18 Biological Test Results', '19 Taxonomy', '20 Classification', '21 Information Sources']"
880,881,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Literature', '8 Patents', '9 Classification', '10 Information Sources']"
881,882,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
882,883,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
883,884,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
884,885,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
885,886,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
886,887,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Agrochemical Information', '10 Pharmacology and Biochemistry', '11 Use and Manufacturing', '12 Identification', '13 Safety and Hazards', '14 Toxicity', '15 Associated Disorders and Diseases', '16 Literature', '17 Patents', '18 Interactions and Pathways', '19 Biological Test Results', '20 Taxonomy', '21 Classification', '22 Information Sources']"
887,888,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Drug and Medication Information', '7 Pharmacology and Biochemistry', '8 Associated Disorders and Diseases', '9 Literature', '10 Interactions and Pathways', '11 Biological Test Results', '12 Taxonomy', '13 Classification', '14 Information Sources']"
888,889,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
889,890,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Safety and Hazards', '12 Toxicity', '13 Associated Disorders and Diseases', '14 Literature', '15 Patents', '16 Interactions and Pathways', '17 Biological Test Results', '18 Taxonomy', '19 Classification', '20 Information Sources']"
890,891,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Patents', '6 Information Sources']"
891,892,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Safety and Hazards', '12 Toxicity', '13 Associated Disorders and Diseases', '14 Literature', '15 Patents', '16 Interactions and Pathways', '17 Biological Test Results', '18 Taxonomy', '19 Classification', '20 Information Sources']"
